_id,latitude,longitude
6907d61c6b190e0ccf67b790,47.6,39.7
6907d61c6b190e0ccf67b791,34.0237477,131.9348946
6907d61c6b190e0ccf67b792,30.411429,118.390218
6907d61c6b190e0ccf67b793,13.7610951,101.1926507
6907d61c6b190e0ccf67b794,18.6367692,-69.2696692
6907d61c6b190e0ccf67b795,61.722009,23.3256027
6907d61c6b190e0ccf67b796,30.0413257,31.2046714
6907d61c6b190e0ccf67b797,3.61023,115.69993
6907d61c6b190e0ccf67b798,27.58237,110.897275
6907d61c6b190e0ccf67b799,50.1143147,20.2689645
6907d61c6b190e0ccf67b79a,-9.771006,-76.6613239
6907d61c6b190e0ccf67b79b,12.9881784,108.8848569
6907d61c6b190e0ccf67b79c,-10.02569,123.729698
6907d61c6b190e0ccf67b79d,35.23251,69.37719
6907d61c6b190e0ccf67b79e,14.6092588,120.9924256
6907d61c6b190e0ccf67b79f,51.249084,21.0819865
6907d61c6b190e0ccf67b7a0,41.0057729,71.6436028
6907d61c6b190e0ccf67b7a1,-7.5471852,112.7137227
6907d61c6b190e0ccf67b7a2,31.364902,108.249509
6907d61c6b190e0ccf67b7a3,36.3193563,-115.0228736
6907d61c6b190e0ccf67b7a4,52.2542902,19.034146
6907d61c6b190e0ccf67b7a5,44.6773413,20.4439853
6907d61c6b190e0ccf67b7a6,16.6900154,121.5455394
6907d61c6b190e0ccf67b7a7,55.6842625,37.8548295
6907d61c6b190e0ccf67b7a8,-15.8003597,-70.3435088
6907d61c6b190e0ccf67b7a9,35.2019368,24.996407
6907d61c6b190e0ccf67b7aa,39.3616253,-9.1576429
6907d61c6b190e0ccf67b7ab,29.322952,109.998621
6907d61c6b190e0ccf67b7ac,15.6497514,-87.997164
6907d61c6b190e0ccf67b7ad,26.86889,109.09528
6907d61c6b190e0ccf67b7ae,33.339839,106.08092
6907d61c6b190e0ccf67b7af,8.955271,126.009711
6907d61c6b190e0ccf67b7b0,31.848137,117.284858
6907d61c6b190e0ccf67b7b1,-7.3106,106.5946
6907d61c6b190e0ccf67b7b2,-6.8324793,-79.929616
6907d61c6b190e0ccf67b7b3,13.4935504,39.465738
6907d61c6b190e0ccf67b7b4,33.5810958,71.4303404
6907d61c6b190e0ccf67b7b5,40.0977466,-7.4631571
6907d61c6b190e0ccf67b7b6,-26.183307,27.6830843
6907d61c6b190e0ccf67b7b7,45.0247038,14.6312922
6907d61c6b190e0ccf67b7b8,47.535711,29.4562298
6907d61c6b190e0ccf67b7b9,40.117938,116.424619
6907d61c6b190e0ccf67b7ba,52.0122717,22.5207958
6907d61c6b190e0ccf67b7bb,51.2906483,25.5612826
6907d61c6b190e0ccf67b7bc,38.7649768,-8.1235465
6907d61c6b190e0ccf67b7bd,35.709077,107.643631
6907d61c6b190e0ccf67b7be,-8.8058,120.2258
6907d61c6b190e0ccf67b7bf,31.09656,121.507445
6907d61c6b190e0ccf67b7c0,-6.9508,114.0064
6907d61c6b190e0ccf67b7c1,-13.87016,-73.667793
6907d61c6b190e0ccf67b7c2,49.7881321,6.0767949
6907d61c6b190e0ccf67b7c3,29.8637597,121.5936562
6907d61c6b190e0ccf67b7c4,32.890479,115.814504
6907d61c6b190e0ccf67b7c5,41.0672146,-7.2170293
6907d61c6b190e0ccf67b7c6,-6.9140488,107.6050316
6907d61c6b190e0ccf67b7c7,-8.1067604,111.8240676
6907d61c6b190e0ccf67b7c8,55.5939065,61.6171856
6907d61c6b190e0ccf67b7c9,49.0096906,2.5479245
6907d61c6b190e0ccf67b7ca,39.3433574,117.3616476
6907d61c6b190e0ccf67b7cb,-8.3870308,122.8295192
6907d61c6b190e0ccf67b7cc,38.694365,-27.066757
6907d61c6b190e0ccf67b7cd,-6.939153,112.3188749
6907d61c6b190e0ccf67b7ce,-22.9531705,-46.5423239
6907d61c6b190e0ccf67b7cf,-8.5135139,-35.3747515
6907d61c6b190e0ccf67b7d0,49.4424226,34.6731345
6907d61c6b190e0ccf67b7d1,-6.3323202,106.0316898
6907d61c6b190e0ccf67b7d2,-30.1090924,-51.3238273
6907d61c6b190e0ccf67b7d3,30.411429,118.390218
6907d61c6b190e0ccf67b7d4,48.170403,126.2118229
6907d61c6b190e0ccf67b7d5,7.3410628,134.4771596
6907d61c6b190e0ccf67b7d6,19.6594511,-71.5065631
6907d61c6b190e0ccf67b7d7,55.4330626,74.9385554
6907d61c6b190e0ccf67b7d8,9.2901323,123.247589
6907d61c6b190e0ccf67b7d9,-8.403309,112.673499
6907d61c6b190e0ccf67b7da,-7.8529367,110.3606701
6907d61c6b190e0ccf67b7db,14.6458474,121.0543553
6907d61c6b190e0ccf67b7dc,18.8826771,-96.935003
6907d61c6b190e0ccf67b7dd,29.291779,112.666947
6907d61c6b190e0ccf67b7de,-6.9641448,108.0124469
6907d61c6b190e0ccf67b7df,34.1680953,132.1831963
6907d61c6b190e0ccf67b7e0,43.834689,90.286028
6907d61c6b190e0ccf67b7e1,28.018107,111.945153
6907d61c6b190e0ccf67b7e2,25.8812265,-97.5199862
6907d61c6b190e0ccf67b7e3,55.7213148,37.6243984
6907d61c6b190e0ccf67b7e4,55.9870823,86.1430172
6907d61c6b190e0ccf67b7e5,38.5774849,23.6417373
6907d61c6b190e0ccf67b7e6,-8.2104974,114.9671388
6907d61c6b190e0ccf67b7e7,38.0515795,-87.6876112
6907d61c6b190e0ccf67b7e8,-7.6155876,110.7167165
6907d61c6b190e0ccf67b7e9,41.603085,46.638308
6907d61c6b190e0ccf67b7ea,14.6099284,121.0348405
6907d61c6b190e0ccf67b7eb,56.227929,35.6372213
6907d61c6b190e0ccf67b7ec,54.7278753,31.9292855
6907d61c6b190e0ccf67b7ed,-7.2560353,106.5620398
6907d61c6b190e0ccf67b7ee,54.6711201,18.3894523
6907d61c6b190e0ccf67b7ef,52.644,25.2027
6907d61c6b190e0ccf67b7f0,5.963336,-75.963942
6907d61c6b190e0ccf67b7f1,-2.7158764,30.6286186
6907d61c6b190e0ccf67b7f2,-1.3247967,-78.5376906
6907d61c6b190e0ccf67b7f3,37.9337124,139.3844092
6907d61c6b190e0ccf67b7f4,-7.3518129,108.1110423
6907d61c6b190e0ccf67b7f5,32.53,-93.75
6907d61c6b190e0ccf67b7f6,39.9729825,67.199876
6907d61c6b190e0ccf67b7f7,-28.3307679,31.4256183
6907d61c6b190e0ccf67b7f8,-0.4660955,100.3984148
6907d61c6b190e0ccf67b7f9,-31.4753699,-64.2123183
6907d61c6b190e0ccf67b7fa,27.69965,108.839557
6907d61c6b190e0ccf67b7fb,53.7369009,-6.4241156
6907d61c6b190e0ccf67b7fc,39.5013158,-0.3889622
6907d61c6b190e0ccf67b7fd,-13.5321991,-73.6760258
6907d61c6b190e0ccf67b7fe,-8.2429651,112.1340793
6907d61c6b190e0ccf67b7ff,-7.266667,111.866667
6907d61c6b190e0ccf67b800,4.974252,-74.291386
6907d61c6b190e0ccf67b801,8.544642,124.961672
6907d61c6b190e0ccf67b802,33.9014372,-4.0271731
6907d61c6b190e0ccf67b803,-4.1731846,-38.460945
6907d61c6b190e0ccf67b804,-3.4142906,-39.0303806
6907d61c6b190e0ccf67b805,-7.783297,110.363649
6907d61c6b190e0ccf67b806,29.6211025,-95.2632201
6907d61c6b190e0ccf67b807,36.599744,101.803717
6907d61c6b190e0ccf67b808,32.0302286,-6.7969224
6907d61c6b190e0ccf67b809,35.7594651,-5.8339543
6907d61c6b190e0ccf67b80a,49.9469881,18.1870189
6907d61c6b190e0ccf67b80b,49.6498731,17.3224082
6907d61c6b190e0ccf67b80c,31.352859,118.432941
6907d61c6b190e0ccf67b80d,27.086662,114.36721
6907d61c6b190e0ccf67b80e,-7.6155876,110.7167165
6907d61c6b190e0ccf67b80f,49.46634,128.785946
6907d61c6b190e0ccf67b810,49.5792067,21.9487589
6907d61c6b190e0ccf67b811,3.809294,43.2461055
6907d61c6b190e0ccf67b812,43.126984,131.900455
6907d61c6b190e0ccf67b813,41.245445,119.4015739
6907d61c6b190e0ccf67b814,34.5414989,133.5894821
6907d61c6b190e0ccf67b815,51.88333,116.25
6907d61c6b190e0ccf67b816,27.135999,111.106104
6907d61c6b190e0ccf67b817,29.534969,112.551851
6907d61c6b190e0ccf67b818,33.026386,106.002647
6907d61c6b190e0ccf67b819,10.5922194,123.4845632
6907d61c6b190e0ccf67b81a,18.4355719,-69.9506496
6907d61c6b190e0ccf67b81b,-7.2784402,106.6094916
6907d61c6b190e0ccf67b81c,14.2508238,121.1075051
6907d61c6b190e0ccf67b81d,7.1796355,-2.1008486
6907d61c6b190e0ccf67b81e,-6.4306844,106.7175669
6907d61c6b190e0ccf67b81f,-29.1051592,-54.8731219
6907d61c6b190e0ccf67b820,-23.351784,-47.6931718
6907d61c6b190e0ccf67b821,16.7587537,96.2482149
6907d61c6b190e0ccf67b822,-6.9286248,107.7340132
6907d61c6b190e0ccf67b823,-21.2352558,-46.7865516
6907d61c6b190e0ccf67b824,18.1096868,-95.8803869
6907d61c6b190e0ccf67b825,39.5530795,-8.339861
6907d61c6b190e0ccf67b826,-29.4130611,-53.024918
6907d61c6b190e0ccf67b827,-20.3720648,14.959329
6907d61c6b190e0ccf67b828,37.429832,110.88907
6907d61c6b190e0ccf67b829,50.52546,42.6645851
6907d61c6b190e0ccf67b82a,5.7577596,103.0010752
6907d61c6b190e0ccf67b82b,45.41675,-71.6324
6907d61c6b190e0ccf67b82c,-37.1534439,-56.8913573
6907d61c6b190e0ccf67b82d,50.43302,21.28065
6907d61c6b190e0ccf67b82e,3.856457,-68.2385339
6907d61c6b190e0ccf67b82f,59.9739683,10.9282159
6907d61c6b190e0ccf67b830,47.284461,39.4991783
6907d61c6b190e0ccf67b831,40.1686749,-7.1721914
6907d61c6b190e0ccf67b832,46.3194856,-0.4546217
6907d61c6b190e0ccf67b833,60.9182792,24.6382505
6907d61c6b190e0ccf67b834,39.109563,117.223371
6907d61c6b190e0ccf67b835,58.703557,14.1362521
6907d61c6b190e0ccf67b836,27.4669558,-99.5145127
6907d61c6b190e0ccf67b837,-10.7964,122.9437
6907d61c6b190e0ccf67b838,59.9047305,10.7670564
6907d61c6b190e0ccf67b839,-9.7464338,124.4309165
6907d61c6b190e0ccf67b83a,-8.6020564,116.435616
6907d61c6b190e0ccf67b83b,14.5473421,120.997522
6907d61c6b190e0ccf67b83c,33.4955028,49.0631743
6907d61c6b190e0ccf67b83d,-9.591725,124.4530968
6907d61c6b190e0ccf67b83e,10.5333328,122.8333359
6907d61c6b190e0ccf67b83f,32.9924242,-7.6222665
6907d61c6b190e0ccf67b840,-6.8316639,39.2827032
6907d61c6b190e0ccf67b841,32.53292,110.983684
6907d61c6b190e0ccf67b842,-14.0699124,-39.5278264
6907d61c6b190e0ccf67b843,59.9050895,10.7673005
6907d61c6b190e0ccf67b844,43.9307146,4.8743415
6907d61c6b190e0ccf67b845,25.0522614,-78.0430817
6907d61c6b190e0ccf67b846,9.5920992,123.4719247
6907d61c6b190e0ccf67b847,14.434698,120.878011
6907d61c6b190e0ccf67b848,34.5259004,-117.0625875
6907d61c6b190e0ccf67b849,46.305746,16.3366066
6907d61c6b190e0ccf67b84a,-4.0180556,133.4608333
6907d61c6b190e0ccf67b84b,-8.3960371,115.5325797
6907d61c6b190e0ccf67b84c,11.2561208,-73.6344979
6907d61c6b190e0ccf67b84d,-17.5495741,-149.7905619
6907d61c6b190e0ccf67b84e,-10.5182,121.7895
6907d61c6b190e0ccf67b84f,52.6225919,90.0794098
6907d61c6b190e0ccf67b850,30.9422647,30.8157423
6907d61c6b190e0ccf67b851,14.5444432,-91.0891378
6907d61c6b190e0ccf67b852,6.6833334,124.1500015
6907d61c6b190e0ccf67b853,-24.6399084,-53.1426814
6907d61c6b190e0ccf67b854,58.3244259,12.278769
6907d61c6b190e0ccf67b855,62.2600127,17.3781406
6907d61c6b190e0ccf67b856,-0.4960508,101.866362
6907d61c6b190e0ccf67b857,5.8294025,-75.9928971
6907d61c6b190e0ccf67b858,-7.3306931,108.6799144
6907d61c6b190e0ccf67b859,-7.459928,110.2727569
6907d61c6b190e0ccf67b85a,-15.24381,-70.265129
6907d61c6b190e0ccf67b85b,5.4550167,153.4581838
6907d61c6b190e0ccf67b85c,26.7255231,128.1765722
6907d61c6b190e0ccf67b85d,43.6410973,51.1985113
6907d61c6b190e0ccf67b85e,38.5484731,-122.8049523
6907d61c6b190e0ccf67b85f,49.9527773,28.8578584
6907d61c6b190e0ccf67b860,22.2016816,-97.8367954
6907d61c6b190e0ccf67b861,66.0733463,33.0544476
6907d61c6b190e0ccf67b862,45.9018536,6.121072
6907d61c6b190e0ccf67b863,23.369136,102.214609
6907d61c6b190e0ccf67b864,38.4361809,57.4287899
6907d61c6b190e0ccf67b865,-8.0650276,113.8011498
6907d61c6b190e0ccf67b866,-7.4212735,107.172085
6907d61c6b190e0ccf67b867,39.2303755,26.2174959
6907d61c6b190e0ccf67b868,26.665699,113.75726
6907d61c6b190e0ccf67b869,48.3694747,34.4573326
6907d61c6b190e0ccf67b86a,44.2006496,43.4273768
6907d61c6b190e0ccf67b86b,48.892701,2.233089
6907d61c6b190e0ccf67b86c,45.4401623,39.5186898
6907d61c6b190e0ccf67b86d,38.7988434,-9.4143322
6907d61c6b190e0ccf67b86e,41.273153,125.361759
6907d61c6b190e0ccf67b86f,43.0429124,1.9038837
6907d61c6b190e0ccf67b870,62.3565057,50.0762432
6907d61c6b190e0ccf67b871,-16.9163431,-56.0249982
6907d61c6b190e0ccf67b872,31.219568,118.268101
6907d61c6b190e0ccf67b873,58.935714,69.1475573
6907d61c6b190e0ccf67b874,9.8996343,124.2844697
6907d61c6b190e0ccf67b875,36.6669437,136.73393
6907d61c6b190e0ccf67b876,29.411309,112.171131
6907d61c6b190e0ccf67b877,19.1780491,-96.1288426
6907d61c6b190e0ccf67b878,32.0409755,120.78464
6907d61c6b190e0ccf67b879,58.6144923,16.1378776
6907d61c6b190e0ccf67b87a,40.4210295,20.2616268
6907d61c6b190e0ccf67b87b,21.3039859,-157.8625674
6907d61c6b190e0ccf67b87c,9.9576111,-84.0284827
6907d61c6b190e0ccf67b87d,-8.4788,117.4132
6907d61c6b190e0ccf67b87e,14.11684,-86.355797
6907d61c6b190e0ccf67b87f,50.9040233,17.8430924
6907d61c6b190e0ccf67b880,10.267698,123.942247
6907d61c6b190e0ccf67b881,40.4742778,49.8255553
6907d61c6b190e0ccf67b882,50.1801755,28.7362455
6907d61c6b190e0ccf67b883,41.0004802,19.6847625
6907d61c6b190e0ccf67b884,8.490877,124.345771
6907d61c6b190e0ccf67b885,36.8771299,27.2053498
6907d61c6b190e0ccf67b886,14.4409724,120.9950071
6907d61c6b190e0ccf67b887,56.3089225,22.2987465
6907d61c6b190e0ccf67b888,24.076563,89.61457
6907d61c6b190e0ccf67b889,-11.3442564,-75.5655147
6907d61c6b190e0ccf67b88a,33.0602736,131.6336105
6907d61c6b190e0ccf67b88b,51.30787,17.72016
6907d61c6b190e0ccf67b88c,42.223828,123.726035
6907d61c6b190e0ccf67b88d,49.1055022,28.1576316
6907d61c6b190e0ccf67b88e,28.003553,96.657898
6907d61c6b190e0ccf67b88f,48.9154732,16.8550346
6907d61c6b190e0ccf67b890,11.7907511,102.8773712
6907d61c6b190e0ccf67b891,40.0397682,-75.145782
6907d61c6b190e0ccf67b892,28.679282,121.435569
6907d61c6b190e0ccf67b893,40.7174599,23.044765
6907d61c6b190e0ccf67b894,27.456658,112.175245
6907d61c6b190e0ccf67b895,-24.314422,-46.9936142
6907d61c6b190e0ccf67b896,-7.4133512,108.0687579
6907d61c6b190e0ccf67b897,43.6410973,51.1985113
6907d61c6b190e0ccf67b898,-0.421633,116.980756
6907d61c6b190e0ccf67b899,31.238854,121.331694
6907d61c6b190e0ccf67b89a,29.709214,107.606105
6907d61c6b190e0ccf67b89b,-9.6993439,119.9740534
6907d61c6b190e0ccf67b89c,11.5218308,13.6883765
6907d61c6b190e0ccf67b89d,43.1555152,19.1226018
6907d61c6b190e0ccf67b89e,30.921373,118.784812
6907d61c6b190e0ccf67b89f,48.7057309,2.2186743
6907d61c6b190e0ccf67b8a0,32.099905,118.031463
6907d61c6b190e0ccf67b8a1,31.3211873,121.2478052
6907d61c6b190e0ccf67b8a2,31.697512,121.424811
6907d61c6b190e0ccf67b8a3,14.2811192,-88.2424674
6907d61c6b190e0ccf67b8a4,15.8278,120.4946766
6907d61c6b190e0ccf67b8a5,2.5282234,34.6579985
6907d61c6b190e0ccf67b8a6,47.6938287,33.3173912
6907d61c6b190e0ccf67b8a7,14.4240257,120.9428802
6907d61c6b190e0ccf67b8a8,67.286069,14.418571
6907d61c6b190e0ccf67b8a9,46.48684,32.97498
6907d61c6b190e0ccf67b8aa,-17.4013758,-63.8817832
6907d61c6b190e0ccf67b8ab,31.685311,119.787645
6907d61c6b190e0ccf67b8ac,16.7260699,95.6484241
6907d61c6b190e0ccf67b8ad,32.99941,35.81084
6907d61c6b190e0ccf67b8ae,29.208918,119.460526
6907d61c6b190e0ccf67b8af,-8.7261,116.4644
6907d61c6b190e0ccf67b8b0,-34.7796334,-58.6040349
6907d61c6b190e0ccf67b8b1,17.0349138,-61.7853499
6907d61c6b190e0ccf67b8b2,5.7650768,73.4106543
6907d61c6b190e0ccf67b8b3,41.4581245,-8.6099118
6907d61c6b190e0ccf67b8b4,33.425934,66.5344159
6907d61c6b190e0ccf67b8b5,31.282641,120.392977
6907d61c6b190e0ccf67b8b6,36.0458806,-95.8562271
6907d61c6b190e0ccf67b8b7,31.57112,35.23227
6907d61c6b190e0ccf67b8b8,-33.0061376,-60.6722815
6907d61c6b190e0ccf67b8b9,35.383289,112.662069
6907d61c6b190e0ccf67b8ba,14.4103464,-88.9521595
6907d61c6b190e0ccf67b8bb,-3.7415256,-43.360096
6907d61c6b190e0ccf67b8bc,-34.6937187,-58.4432039
6907d61c6b190e0ccf67b8bd,-7.0379245,108.4187029
6907d61c6b190e0ccf67b8be,38.1164434,140.8492779
6907d61c6b190e0ccf67b8bf,-11.3535985,40.3522402
6907d61c6b190e0ccf67b8c0,51.569012,21.376182
6907d61c6b190e0ccf67b8c1,-7.9553448,112.649662
6907d61c6b190e0ccf67b8c2,54.659677,51.5020158
6907d61c6b190e0ccf67b8c3,19.3387759,-99.1497466
6907d61c6b190e0ccf67b8c4,34.058401,107.319116
6907d61c6b190e0ccf67b8c5,-7.3639966,108.3207992
6907d61c6b190e0ccf67b8c6,41.5289432,-8.264878
6907d61c6b190e0ccf67b8c7,53.3004898,-6.2634596
6907d61c6b190e0ccf67b8c8,32.223303,118.761836
6907d61c6b190e0ccf67b8c9,49.6629527,18.2269255
6907d61c6b190e0ccf67b8ca,-8.3081,113.4586
6907d61c6b190e0ccf67b8cb,50.8304668,15.4781267
6907d61c6b190e0ccf67b8cc,12.5797,123.6688
6907d61c6b190e0ccf67b8cd,-24.7023134,-48.0076188
6907d61c6b190e0ccf67b8ce,2.5045603,73.3082308
6907d61c6b190e0ccf67b8cf,-15.2475119,-40.2509918
6907d61c6b190e0ccf67b8d0,37.540621,120.506155
6907d61c6b190e0ccf67b8d1,40.1929685,-74.6502902
6907d61c6b190e0ccf67b8d2,23.2410273,-106.3949498
6907d61c6b190e0ccf67b8d3,23.2462521,113.0030017
6907d61c6b190e0ccf67b8d4,32.7493573,129.8585548
6907d61c6b190e0ccf67b8d5,55.9905778,92.7620647
6907d61c6b190e0ccf67b8d6,11.6578757,122.3054783
6907d61c6b190e0ccf67b8d7,13.4522814,101.1815568
6907d61c6b190e0ccf67b8d8,7.7151954,123.2089252
6907d61c6b190e0ccf67b8d9,45.79817,109.31826
6907d61c6b190e0ccf67b8da,48.1440135,11.6074275
6907d61c6b190e0ccf67b8db,34.6816856,126.9069278
6907d61c6b190e0ccf67b8dc,32.165,108.8822222
6907d61c6b190e0ccf67b8dd,14.5590365,121.0409808
6907d61c6b190e0ccf67b8de,34.728584,112.132488
6907d61c6b190e0ccf67b8df,44.55015,-64.24874
6907d61c6b190e0ccf67b8e0,14.7596318,121.0589081
6907d61c6b190e0ccf67b8e1,-11.2957096,-75.7727595
6907d61c6b190e0ccf67b8e2,47.620391,7.243036
6907d61c6b190e0ccf67b8e3,-8.89429,-77.7083
6907d61c6b190e0ccf67b8e4,61.3611476,15.9055746
6907d61c6b190e0ccf67b8e5,24.776827,106.556519
6907d61c6b190e0ccf67b8e6,-6.3079232,107.172085
6907d61c6b190e0ccf67b8e7,-34.7796334,-58.6040349
6907d61c6b190e0ccf67b8e8,14.5719534,121.0344899
6907d61c6b190e0ccf67b8e9,57.2588115,40.8141102
6907d61c6b190e0ccf67b8ea,29.584292,111.380014
6907d61c6b190e0ccf67b8eb,49.970045,19.944654
6907d61c6b190e0ccf67b8ec,44.8445542,-0.5494198
6907d61c6b190e0ccf67b8ed,54.20801,19.11753
6907d61c6b190e0ccf67b8ee,30.72265,109.787541
6907d61c6b190e0ccf67b8ef,-8.7433,121.7445
6907d61c6b190e0ccf67b8f0,45.3044566,-73.8746233
6907d61c6b190e0ccf67b8f1,28.615201,89.493117
6907d61c6b190e0ccf67b8f2,47.2981504,6.1605131
6907d61c6b190e0ccf67b8f3,55.9128355,13.0879461
6907d61c6b190e0ccf67b8f4,-0.9676533,-80.7089101
6907d61c6b190e0ccf67b8f5,42.1450502,24.7558475
6907d61c6b190e0ccf67b8f6,45.2977605,2.5135985
6907d61c6b190e0ccf67b8f7,14.5668553,120.9987005
6907d61c6b190e0ccf67b8f8,15.3098074,120.8551691
6907d61c6b190e0ccf67b8f9,37.6533531,138.9099913
6907d61c6b190e0ccf67b8fa,41.2860336,19.8905149
6907d61c6b190e0ccf67b8fb,28.922003,110.898783
6907d61c6b190e0ccf67b8fc,43.4945737,5.8978018
6907d61c6b190e0ccf67b8fd,11.0606917,-69.7137997
6907d61c6b190e0ccf67b8fe,-34.905408,-54.9501708
6907d61c6b190e0ccf67b8ff,31.790235,34.759291
6907d61c6b190e0ccf67b900,34.1009765,114.2138957
6907d61c6b190e0ccf67b901,-7.6077557,112.243026
6907d61c6b190e0ccf67b902,2.7239834,101.9476452
6907d61c6b190e0ccf67b903,49.6428895,100.1771896
6907d61c6b190e0ccf67b904,54.7083095,76.5513541
6907d61c6b190e0ccf67b905,23.144757,113.253429
6907d61c6b190e0ccf67b906,5.5543995,5.7932008
6907d61c6b190e0ccf67b907,55.7754263,40.4248943
6907d61c6b190e0ccf67b908,37.7688197,140.7154397
6907d61c6b190e0ccf67b909,19.5889431,96.2595008
6907d61c6b190e0ccf67b90a,40.1315199,68.4829804
6907d61c6b190e0ccf67b90b,31.7751564,117.2102637
6907d61c6b190e0ccf67b90c,13.5616918,-15.8304975
6907d61c6b190e0ccf67b90d,-5.5018917,-45.2464996
6907d61c6b190e0ccf67b90e,43.704612,7.261933
6907d61c6b190e0ccf67b90f,59.186002,17.4530287
6907d61c6b190e0ccf67b910,32.0378049,118.7870855
6907d61c6b190e0ccf67b911,37.515114,103.575676
6907d61c6b190e0ccf67b912,59.4304876,18.0591041
6907d61c6b190e0ccf67b913,-32.8842032,-68.7998021
6907d61c6b190e0ccf67b914,-41.172184,-71.437354
6907d61c6b190e0ccf67b915,12.5854531,107.8880075
6907d61c6b190e0ccf67b916,61.5792581,26.0188652
6907d61c6b190e0ccf67b917,22.2795961,-80.5716199
6907d61c6b190e0ccf67b918,31.422941,116.892944
6907d61c6b190e0ccf67b919,31.236833,121.532286
6907d61c6b190e0ccf67b91a,35.2901,116.317369
6907d61c6b190e0ccf67b91b,48.7277622,100.7724281
6907d61c6b190e0ccf67b91c,16.9457374,102.5757028
6907d61c6b190e0ccf67b91d,5.255906,-75.1538939
6907d61c6b190e0ccf67b91e,41.4981839,-8.3569915
6907d61c6b190e0ccf67b91f,32.200197,118.41697
6907d61c6b190e0ccf67b920,16.1344075,102.2090224
6907d61c6b190e0ccf67b921,-27.4955748,-48.6553685
6907d61c6b190e0ccf67b922,43.42993,83.26077
6907d61c6b190e0ccf67b923,41.5094765,19.7710732
6907d61c6b190e0ccf67b924,49.8687559,17.0138788
6907d61c6b190e0ccf67b925,22.814704,113.672784
6907d61c6b190e0ccf67b926,20.452352,-97.3141928
6907d61c6b190e0ccf67b927,-26.924287,-65.3379779
6907d61c6b190e0ccf67b928,16.0655913,120.5877148
6907d61c6b190e0ccf67b929,57.50622,12.057449
6907d61c6b190e0ccf67b92a,19.233277,109.412626
6907d61c6b190e0ccf67b92b,-27.1435718,-56.7664844
6907d61c6b190e0ccf67b92c,57.1734042,14.0299287
6907d61c6b190e0ccf67b92d,49.9637141,19.9370144
6907d61c6b190e0ccf67b92e,-32.9508446,-60.7032578
6907d61c6b190e0ccf67b92f,51.3383504,12.3634475
6907d61c6b190e0ccf67b930,-1.2088413,116.8776192
6907d61c6b190e0ccf67b931,1.33546,-75.51081
6907d61c6b190e0ccf67b932,45.0152528,98.9366407
6907d61c6b190e0ccf67b933,36.87468,106.451871
6907d61c6b190e0ccf67b934,43.3423246,1.2606792
6907d61c6b190e0ccf67b935,42.2020702,25.3248541
6907d61c6b190e0ccf67b936,8.1818348,124.147545
6907d61c6b190e0ccf67b937,50.9831778,18.3083298
6907d61c6b190e0ccf67b938,8.039166,124.268625
6907d61c6b190e0ccf67b939,41.5823573,-8.4638232
6907d61c6b190e0ccf67b93a,-7.5754887,110.8243272
6907d61c6b190e0ccf67b93b,41.43254,46.9646
6907d61c6b190e0ccf67b93c,37.489877,117.509921
6907d61c6b190e0ccf67b93d,29.0994968,119.700816
